Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
252,80548792,Hoffman,Bradley,Rebecca,74,"083 Keith Ridges
Jonathanfurt, WY 73295",+51 943183955,trivera@example.org,20116,Masculino,Divorciado,Primaria,"Exhibitions officer, museum/gallery",2002-03-17,Zambia,Nevada,Huntermouth,Hospital Central,Mixto,2020-10-13,Hipertensión,3,2,97.3,1.83,27.2,91/70,98,14,37.2,O,+,Alimentos,2,No,1,2024-05-05,3,1,Ninguno,Sí,Sí,1,5,1221,4478,2734,1
253,50405201,Hernandez,Underwood,Jennifer,71,"61206 Jennifer Land Suite 152
Georgemouth, KY 09050",+51 995585469,wsantos@example.com,14903,Femenino,Soltero,Técnico,Ship broker,1947-06-11,Algeria,West Virginia,North Sarachester,Hospital Central,Privado,2022-06-24,Ninguno,3,3,53.3,1.73,23.2,114/78,91,16,38.7,AB,-,Medicamentos,0,Sí,1,2024-10-09,15,5,Ocasional,Sí,No,2,2,1683,2291,3127,1
254,35317541,Knight,Rush,Kyle,69,"329 Hodges Mill
Johnstonchester, PR 60888",+51 947220099,joneslisa@example.net,40768,Femenino,Casado,Primaria,"Development worker, community",1995-07-21,British Indian Ocean Territory (Chagos Archipelago),South Carolina,East Larrymouth,Centro Médico Familiar,Privado,2024-11-10,Ninguno,4,6,83.0,1.65,26.2,114/70,79,18,36.6,B,+,Alimentos,1,Sí,8,2024-02-25,12,8,Ocasional,Sí,Sí,5,9,1028,4793,501,1
255,35053388,Myers,Carr,Jason,37,"893 Adam Stream
Carsonchester, GA 95818",+51 979967676,tina52@example.org,27368,Masculino,Soltero,Primaria,"Surveyor, hydrographic",1960-12-18,Gambia,Virginia,East Jessicaburgh,Hospital Central,Mixto,2024-06-10,Hipertensión,0,4,83.1,1.81,23.6,126/63,99,19,38.6,AB,-,Ninguna,0,Sí,6,2024-07-07,6,1,Frecuente,No,Sí,5,9,305,1804,3099,4
256,64865485,Ortiz,Durham,Alexis,33,"342 Madison Tunnel
South Joel, WV 30436",+51 975041510,jennifer29@example.com,32187,Femenino,Casado,Secundaria,"Geologist, wellsite",1988-07-28,San Marino,Montana,Lake Catherinebury,Clínica Salud,Público,2022-01-28,Diabetes,4,6,95.6,1.72,40.0,121/63,99,13,36.9,B,+,Polen,2,No,0,2024-11-18,15,4,Ocasional,Sí,Sí,8,5,1411,5530,2640,5
257,81672111,Morales,Cohen,Michael,21,"Unit 3857 Box 9683
DPO AP 82999",+51 994120751,cody92@example.net,36049,Femenino,Divorciado,Técnico,Volunteer coordinator,1960-08-24,Heard Island and McDonald Islands,Louisiana,Lake Natalie,Hospital Central,Mixto,2020-02-13,Ninguno,1,6,68.0,1.6,18.8,134/81,83,20,38.5,O,+,Ninguna,3,Sí,0,2024-11-18,12,8,Ocasional,No,Sí,4,3,815,6103,1494,1
258,49350795,Ford,Carrillo,Victoria,33,"69800 Ronald Trail Apt. 748
West Michaelside, WI 11560",+51 942111036,kevin79@example.com,15263,Masculino,Divorciado,Secundaria,Sports coach,2000-02-23,Panama,South Dakota,Lake Angel,Clínica Salud,Público,2024-01-10,Cardiopatía,3,5,55.4,1.94,32.9,103/70,85,15,38.0,O,+,Polen,0,No,8,2024-07-12,14,8,Frecuente,Sí,Sí,5,2,1841,9868,4825,5
259,93821515,Reid,Howard,Stephanie,74,"99287 Jordan Point
South Chaseport, MH 17019",+51 946855845,brandonnorris@example.com,31532,Masculino,Divorciado,Primaria,Oncologist,2000-04-02,Jersey,Maine,North Tracy,Clínica Salud,Mixto,2020-03-16,Hipertensión,1,5,64.6,1.65,22.0,121/76,79,14,36.5,B,-,Medicamentos,3,Sí,9,2024-09-29,7,8,Ocasional,Sí,Sí,1,7,1967,2305,3174,3
260,17480842,Lewis,James,Ashley,54,"37438 Kayla Cove
East William, NM 23575",+51 969038700,krystaljones@example.org,44971,Femenino,Casado,Universitario,"Lecturer, higher education",2002-07-04,Ukraine,Florida,Justinfort,Clínica Salud,Privado,2020-03-20,Cardiopatía,1,10,94.2,1.9,28.4,138/81,65,17,37.7,AB,-,Medicamentos,1,No,2,2024-06-27,3,1,Ninguno,No,Sí,5,4,727,9993,443,1
261,66524236,Baldwin,Barber,Lisa,78,"8941 Rivera Freeway
Patriciaton, TN 91985",+51 920399639,rsteele@example.com,34904,Femenino,Viudo,Técnico,Water engineer,1966-05-27,Saint Lucia,Arkansas,West John,Clínica Salud,Mixto,2020-03-29,Cardiopatía,0,7,69.3,1.84,30.8,111/65,68,20,36.9,B,+,Ninguna,3,Sí,1,2024-07-04,12,0,Ninguno,No,No,4,1,418,9946,4626,3
262,91753457,Bond,Dean,Dana,23,"983 Abigail Mountain Apt. 970
South James, PR 68891",+51 948349783,megan06@example.org,30752,Masculino,Viudo,Universitario,Logistics and distribution manager,1948-01-25,Thailand,Georgia,Melanieland,Hospital Central,Privado,2024-08-27,Diabetes,4,5,99.0,1.96,31.0,129/69,68,14,36.6,A,+,Polen,0,No,9,2024-11-14,4,7,Ocasional,No,Sí,4,10,1887,5869,422,5
263,61423493,Williams,Walker,Nicholas,23,"9375 Juan Stream
Port Trevorberg, ME 14432",+51 941473195,roberthernandez@example.com,41978,Masculino,Viudo,Primaria,Animator,1989-09-22,Saint Martin,Iowa,Port Andreamouth,Centro Médico Familiar,Público,2021-11-08,Hipertensión,5,8,75.4,1.97,39.5,113/73,60,15,38.2,AB,-,Alimentos,0,Sí,6,2024-07-16,10,9,Ninguno,No,Sí,8,1,503,5874,3948,1
264,53201482,Young,Cooper,David,64,"298 Dylan Keys Suite 323
South Brianfurt, DC 15281",+51 946468984,egould@example.net,45456,Masculino,Soltero,Primaria,Comptroller,1986-10-24,Greenland,Rhode Island,East Carlfort,Clínica Salud,Mixto,2023-08-15,Ninguno,2,6,85.5,1.86,28.5,102/75,72,20,37.4,AB,-,Polen,0,No,3,2024-10-14,4,8,Ocasional,No,No,1,1,1336,2645,534,3
265,50498572,Hines,Farmer,Daniel,49,"632 Christopher Burg
New Johnport, WA 55692",+51 955076693,nicole39@example.com,12352,Masculino,Soltero,Primaria,Product/process development scientist,1958-04-25,China,Wisconsin,Yutown,Hospital Central,Público,2021-02-07,Ninguno,1,10,95.2,1.96,21.5,130/87,67,18,36.6,A,-,Alimentos,2,No,9,2024-03-13,12,3,Ninguno,Sí,No,1,2,657,7613,3431,1
266,44416542,Mejia,Pace,Richard,70,"081 Sara Canyon
Alvarezhaven, WV 86079",+51 952910691,xcarney@example.com,14484,Masculino,Casado,Técnico,Telecommunications researcher,1986-11-24,Saint Martin,Delaware,Victoriaberg,Clínica Salud,Mixto,2021-12-07,Hipertensión,1,9,74.2,2.0,33.6,140/62,61,20,39.0,AB,-,Medicamentos,1,Sí,4,2024-09-09,10,3,Frecuente,No,Sí,10,6,1929,1667,1803,4
267,35780485,Maddox,Cruz,Brittany,22,"4939 Marilyn Mountain Suite 965
Michelefort, SC 04049",+51 982498004,jamessanders@example.com,25385,Femenino,Soltero,Secundaria,"Scientist, forensic",1987-06-28,Timor-Leste,Mississippi,Jeremychester,Hospital Central,Mixto,2020-05-12,Diabetes,1,8,79.9,1.79,22.5,124/66,72,19,37.3,O,-,Ninguna,1,Sí,5,2024-07-25,9,4,Ninguno,Sí,Sí,7,10,1804,6110,2069,4
268,23335708,Walters,Nolan,Robert,80,"4560 John Parkway Suite 405
South William, MD 55530",+51 920814950,howellcaroline@example.com,28833,Masculino,Casado,Secundaria,Armed forces technical officer,2001-02-24,Pakistan,California,Bryanstad,Clínica Salud,Público,2024-06-07,Ninguno,1,7,54.4,1.81,37.2,108/68,61,12,38.5,B,+,Alimentos,1,No,6,2024-02-16,13,2,Ocasional,Sí,Sí,9,5,648,7884,3460,2
269,84283229,Velasquez,Dunn,Julie,66,"1458 Gregory Burgs
Melissafort, WA 50154",+51 928572252,angela18@example.net,24908,Masculino,Divorciado,Universitario,Set designer,1960-07-14,Iran,Alabama,New Kari,Centro Médico Familiar,Mixto,2020-10-04,Ninguno,2,3,59.9,1.76,32.0,93/69,73,12,37.8,O,+,Medicamentos,0,No,8,2024-09-06,12,10,Ninguno,No,Sí,8,5,709,2523,4673,5
270,79006773,Thompson,Lin,Heather,52,"52656 English Avenue Suite 817
Dixonfort, ME 33614",+51 930244148,mikehart@example.com,15923,Femenino,Casado,Técnico,Water engineer,1971-01-21,Kuwait,California,Blackton,Clínica Salud,Privado,2020-09-13,Ninguno,4,3,98.3,1.92,33.6,126/72,90,19,36.7,AB,+,Ninguna,0,No,0,2024-05-06,2,3,Frecuente,No,Sí,4,7,1150,6460,3868,2
271,34119243,Johnson,Gonzalez,Andrew,67,"38086 Michael Station Apt. 187
Carolside, NE 75386",+51 941039390,johnrosario@example.net,38440,Masculino,Soltero,Universitario,Quantity surveyor,1998-11-22,Bahamas,Virginia,Aguilarfurt,Centro Médico Familiar,Público,2021-08-07,Diabetes,5,1,78.0,1.93,18.5,104/79,69,16,37.0,O,+,Alimentos,2,Sí,4,2024-01-14,11,3,Ocasional,Sí,Sí,1,4,513,5408,3008,5
272,41816872,Smith,Wright,Nicole,26,"3660 Curtis Glens Suite 290
North Jerry, MI 61670",+51 961410126,dunnmichael@example.com,16451,Femenino,Divorciado,Universitario,Astronomer,2001-01-20,Cayman Islands,New Hampshire,South Caitlinchester,Centro Médico Familiar,Público,2022-02-22,Ninguno,0,3,85.6,1.53,32.0,137/90,75,14,37.7,A,+,Polen,2,Sí,4,2024-07-11,15,7,Frecuente,No,Sí,5,4,401,1852,239,4
273,52539844,Lara,Johnson,Daniel,26,"USS James
FPO AP 98311",+51 930509175,mary11@example.net,16586,Masculino,Divorciado,Secundaria,"Engineer, production",1951-07-09,Botswana,Missouri,Barnettview,Hospital Central,Privado,2024-05-21,Ninguno,5,4,52.0,1.95,26.8,95/82,87,12,37.5,AB,+,Alimentos,3,No,7,2024-06-26,0,2,Frecuente,No,Sí,6,4,1628,3242,4407,4
274,62039732,Wilson,Maldonado,Abigail,60,"1036 Joel Walks Suite 081
Ryanborough, NV 85075",+51 938716269,smitheric@example.com,39076,Masculino,Casado,Técnico,Ophthalmologist,1953-03-22,Vietnam,Delaware,Christophershire,Clínica Salud,Público,2024-06-10,Cardiopatía,1,5,96.1,1.98,33.4,127/63,100,12,37.4,B,-,Ninguna,3,No,3,2024-04-12,7,0,Frecuente,No,Sí,2,10,1310,2126,1613,2
275,14327073,Thomas,Sharp,Nicole,48,"5462 Brooks Falls
Zacharyview, KY 88582",+51 918620650,bakerbenjamin@example.com,20902,Masculino,Viudo,Primaria,Armed forces logistics/support/administrative officer,1993-05-17,Tunisia,Vermont,Lyonsstad,Clínica Salud,Mixto,2023-01-21,Diabetes,3,2,65.2,1.5,29.9,127/70,94,19,36.1,B,-,Ninguna,2,No,1,2024-07-02,5,9,Ninguno,Sí,Sí,10,10,1235,2545,1130,1
276,40007197,Bailey,Hall,Douglas,78,"96181 Stephanie Crescent
Kellymouth, DC 46114",+51 965682626,mark09@example.org,29625,Masculino,Soltero,Universitario,Administrator,1952-05-18,Bosnia and Herzegovina,Nevada,Ericport,Centro Médico Familiar,Privado,2023-05-18,Ninguno,2,4,74.5,1.78,24.9,107/62,72,16,36.3,B,-,Polen,2,No,4,2024-04-07,7,4,Ninguno,Sí,No,6,10,943,1065,628,3
277,27481418,Blake,Hill,Valerie,53,"937 Flores Vista Suite 885
Reedtown, NC 50760",+51 964707061,jamespope@example.com,11897,Femenino,Soltero,Primaria,Commercial art gallery manager,1973-09-09,Aruba,Wisconsin,South Micheleburgh,Clínica Salud,Mixto,2022-06-26,Diabetes,5,3,87.2,1.99,34.7,126/85,65,16,37.9,A,+,Polen,3,No,10,2024-11-30,11,8,Ninguno,No,Sí,8,5,1045,2750,597,2
278,30753362,Hernandez,Mills,Rachel,28,"4352 Hernandez Greens Apt. 867
Kennethside, VI 54067",+51 954410148,hendersonthomas@example.org,13014,Masculino,Viudo,Técnico,"Biochemist, clinical",1979-03-21,Somalia,South Carolina,West Jasonville,Hospital Central,Mixto,2022-11-19,Diabetes,0,7,50.9,1.55,33.5,123/75,79,18,38.8,B,-,Alimentos,2,Sí,9,2024-08-12,11,4,Ninguno,No,Sí,8,9,1720,8814,2293,3
279,12348561,Bradshaw,Gould,Albert,34,"04007 Tammy Summit Suite 206
West Douglas, RI 60994",+51 982828034,gmedina@example.org,31258,Femenino,Soltero,Universitario,Administrator,1970-01-07,Malta,New Jersey,Michaelland,Centro Médico Familiar,Mixto,2021-03-20,Ninguno,3,2,84.2,1.64,31.7,117/66,89,17,37.0,O,-,Polen,2,No,7,2024-09-29,10,1,Ocasional,Sí,Sí,9,6,1018,1696,484,3
280,93515482,Wiley,Bishop,Jason,51,"11851 Houston Light
Davidstad, PW 50534",+51 972535301,navery@example.com,13677,Femenino,Viudo,Primaria,"Nurse, adult",2001-04-23,North Macedonia,Michigan,North Rebeccahaven,Centro Médico Familiar,Mixto,2022-11-14,Ninguno,5,2,67.8,1.52,30.9,112/85,69,15,38.5,O,+,Alimentos,3,No,6,2024-08-11,0,3,Ninguno,Sí,Sí,3,4,1058,8687,1102,1
281,22226112,Martin,Werner,Sharon,73,"540 Janet Wells Suite 137
Edwardstown, LA 81183",+51 965804273,edward38@example.net,29226,Masculino,Viudo,Primaria,"Scientist, audiological",1989-10-18,Bahrain,South Carolina,Port Dana,Hospital Central,Mixto,2020-08-22,Diabetes,3,2,65.1,1.72,23.0,94/80,90,20,38.4,AB,+,Polen,0,Sí,4,2024-02-28,12,1,Ninguno,No,No,6,3,1360,6916,3308,4
282,97391370,Wells,Cooper,Steven,56,"53618 Thompson Mews
Hannahbury, PA 06789",+51 918357162,simmonsjames@example.com,33492,Femenino,Divorciado,Secundaria,Leisure centre manager,2005-11-21,Guernsey,Virginia,Adamshire,Hospital Central,Mixto,2020-05-28,Diabetes,3,8,99.8,1.8,33.2,109/76,87,16,37.2,B,+,Medicamentos,2,Sí,6,2024-11-25,2,2,Ocasional,Sí,No,6,1,878,7651,2171,4
283,95761595,Henry,Banks,Jennifer,45,"09653 Jones Inlet Apt. 233
Mcconnellbury, VI 66924",+51 937760841,santanaebony@example.com,34565,Femenino,Divorciado,Técnico,Chartered loss adjuster,1977-08-02,Australia,West Virginia,Lake Karl,Hospital Central,Privado,2020-09-22,Diabetes,1,9,98.9,1.81,31.8,109/73,61,12,38.5,A,+,Polen,2,Sí,1,2024-04-24,7,8,Ninguno,No,Sí,9,9,812,9879,4430,4
284,13569303,Lang,Callahan,Kevin,79,"9270 Tara Drives Suite 054
East Russell, MA 15438",+51 966390708,atyler@example.com,38225,Femenino,Casado,Técnico,"Teacher, adult education",2001-05-07,Germany,Vermont,West Toni,Clínica Salud,Privado,2022-05-26,Cardiopatía,4,1,63.8,1.86,25.7,132/77,67,14,38.5,O,+,Polen,2,No,3,2024-10-14,4,4,Ninguno,No,No,9,10,366,2751,1117,5
285,38109691,Nichols,Garner,Francisco,31,"882 John Prairie Suite 609
North Brandon, GA 24872",+51 962274692,audrey02@example.com,19540,Masculino,Divorciado,Técnico,"Psychologist, prison and probation services",1990-05-13,Denmark,New Jersey,North Zacharyhaven,Hospital Central,Público,2020-07-20,Hipertensión,1,1,53.1,1.7,38.5,110/66,70,20,37.2,AB,-,Ninguna,3,No,6,2024-05-24,15,0,Ocasional,Sí,Sí,3,6,696,5330,4653,3
286,81690543,Young,Dorsey,Michelle,77,"29442 Steven Causeway
Tylerborough, HI 94922",+51 988393811,amy21@example.org,26003,Masculino,Viudo,Universitario,Primary school teacher,1951-10-14,Central African Republic,Alaska,West Brittneyland,Hospital Central,Privado,2022-10-12,Ninguno,5,7,62.9,1.72,29.6,116/72,69,13,36.5,O,+,Medicamentos,0,Sí,8,2024-01-03,6,3,Ocasional,No,No,6,4,532,3601,4435,4
287,55711640,Clay,Tate,Sharon,52,"USCGC Wilson
FPO AE 85092",+51 912621534,kathleen47@example.com,44810,Femenino,Casado,Secundaria,Commissioning editor,2005-03-25,Belarus,Delaware,Montoyaborough,Centro Médico Familiar,Privado,2024-01-09,Cardiopatía,3,9,69.4,1.61,38.1,106/79,88,16,37.9,O,+,Medicamentos,2,Sí,4,2024-10-28,1,3,Ocasional,Sí,Sí,6,3,1476,5056,140,2
288,13817299,Tapia,Jordan,Jennifer,66,"77686 Hendrix Prairie Apt. 767
Masonton, IA 03845",+51 987267850,millerpaul@example.org,37004,Femenino,Soltero,Universitario,"Engineer, energy",1974-11-09,Somalia,Hawaii,West Kevinfort,Clínica Salud,Privado,2023-02-05,Cardiopatía,0,2,100.0,1.59,26.3,122/74,91,13,37.3,AB,-,Ninguna,0,No,7,2024-05-30,6,3,Frecuente,Sí,No,7,7,1185,2343,2243,1
289,96220273,Pitts,Harris,John,64,"PSC 6913, Box 7772
APO AP 19655",+51 961053877,mdaniels@example.org,47088,Masculino,Viudo,Técnico,"Psychologist, counselling",1970-07-17,Heard Island and McDonald Islands,Arizona,Shepherdmouth,Centro Médico Familiar,Privado,2024-05-21,Diabetes,1,2,99.5,1.57,19.6,132/84,90,18,37.2,O,+,Medicamentos,1,No,4,2024-10-12,9,9,Ocasional,Sí,No,3,4,1557,6473,2218,4
290,19373632,Ellis,Reyes,Darren,62,"42092 Thomas Forges Suite 731
New Brandy, KS 43607",+51 974019136,kaufmanjoan@example.com,21800,Femenino,Casado,Universitario,"Physicist, medical",2006-10-27,Trinidad and Tobago,New Mexico,South Jerry,Centro Médico Familiar,Privado,2022-09-18,Hipertensión,0,5,97.2,1.78,26.7,125/65,61,13,38.0,O,-,Medicamentos,3,No,8,2024-01-31,13,9,Ninguno,No,Sí,10,9,335,3758,1553,2
291,38269578,Green,Scott,John,30,"383 Harry Wall
South Charles, MD 52682",+51 910791358,shelley04@example.com,21140,Femenino,Divorciado,Primaria,Personal assistant,1970-09-24,France,Georgia,North Michaelshire,Hospital Central,Privado,2023-12-06,Ninguno,1,10,97.5,1.92,28.5,91/80,88,14,38.1,A,+,Ninguna,1,Sí,8,2024-10-21,2,7,Frecuente,Sí,No,7,10,1787,4033,4584,4
292,76817441,Norton,Garcia,Tammy,63,"9268 Kimberly Station Apt. 969
Timothyborough, IL 17647",+51 957212267,danielgarcia@example.net,21473,Femenino,Viudo,Universitario,Public affairs consultant,1969-05-16,Brazil,South Carolina,Sandrahaven,Clínica Salud,Público,2024-09-07,Cardiopatía,4,3,61.3,1.68,19.4,135/76,97,20,36.3,AB,+,Alimentos,1,No,3,2024-07-25,10,7,Frecuente,Sí,Sí,6,1,842,2701,3980,4
293,72919425,Gibson,Wagner,Danielle,37,"132 Gardner Hollow
Lake Emilyland, MA 96623",+51 950079111,sjohnson@example.org,15175,Femenino,Casado,Universitario,Art gallery manager,2001-09-16,Aruba,Wisconsin,West Sarahburgh,Hospital Central,Privado,2020-08-23,Ninguno,4,2,67.1,1.71,26.4,101/78,75,16,38.1,AB,+,Alimentos,2,No,6,2024-11-30,12,1,Ninguno,Sí,Sí,8,3,316,1275,4183,2
294,70601431,Erickson,Potter,Brianna,43,"9696 Ralph Field
Swansonside, TX 88109",+51 962343121,hmartinez@example.org,49943,Femenino,Soltero,Técnico,Clothing/textile technologist,1980-05-25,Morocco,Michigan,East Ashley,Centro Médico Familiar,Mixto,2021-07-10,Cardiopatía,1,7,69.6,1.64,32.4,121/66,72,18,36.1,B,+,Alimentos,3,No,0,2024-10-04,5,8,Ocasional,Sí,Sí,6,2,1092,8705,2139,5
295,14617206,Hoffman,Henry,Lindsay,60,"6792 Joseph Well
Riceport, UT 25108",+51 966240084,brent49@example.net,35070,Femenino,Viudo,Primaria,Risk manager,1958-05-20,Guadeloupe,Indiana,West Don,Clínica Salud,Público,2021-01-27,Ninguno,1,5,56.9,1.94,33.7,132/90,78,15,38.7,O,+,Alimentos,0,No,7,2024-09-06,13,0,Ocasional,Sí,Sí,5,10,1031,4578,4324,2
296,46771510,Adams,Anderson,Corey,59,"726 Adkins Divide Suite 304
Caseyhaven, DC 46325",+51 982238741,jessica92@example.net,25783,Masculino,Viudo,Técnico,Operations geologist,1990-09-17,Malawi,Illinois,South Matthewville,Centro Médico Familiar,Privado,2021-03-11,Diabetes,5,4,86.5,1.56,30.6,137/90,96,20,36.5,A,-,Medicamentos,1,Sí,6,2024-11-24,4,5,Ocasional,No,Sí,3,10,1869,3075,1688,3
297,65975317,Wood,Kennedy,Daniel,41,"841 Ortiz Brook
Ashleymouth, ID 73714",+51 983300637,codymiles@example.com,42615,Masculino,Casado,Primaria,Diagnostic radiographer,1979-05-08,Guernsey,Michigan,West Jamesfurt,Centro Médico Familiar,Mixto,2024-08-16,Diabetes,4,4,76.0,1.51,35.1,119/68,85,17,38.6,B,-,Medicamentos,3,Sí,5,2024-02-01,9,10,Ocasional,No,No,8,5,1085,3774,3197,1
298,74105426,Petty,Cooper,Vincent,46,"6705 Chad Inlet
Sullivanside, IL 70196",+51 990967191,randy88@example.net,48217,Masculino,Casado,Primaria,Actor,1962-12-20,Monaco,Oklahoma,South Richard,Clínica Salud,Privado,2021-10-20,Hipertensión,0,5,83.9,1.82,21.5,130/77,63,17,37.6,AB,-,Alimentos,2,No,8,2024-02-08,9,1,Ninguno,No,Sí,9,8,515,9350,1637,5
299,88141868,Mendez,Lee,Clayton,75,"602 Morton Inlet
East Dawn, MN 43473",+51 939600202,patrickcruz@example.com,19379,Femenino,Divorciado,Primaria,Commercial art gallery manager,1976-06-11,Yemen,Tennessee,Boyerview,Hospital Central,Mixto,2024-05-13,Diabetes,4,8,93.6,1.57,25.7,129/87,81,16,38.0,A,+,Medicamentos,1,No,1,2024-07-15,12,3,Ocasional,Sí,Sí,7,2,1048,4909,4428,1
300,23681574,White,Brewer,Robert,51,"605 Melissa Isle Apt. 367
Ryanstad, GA 92698",+51 975529051,shieldsbill@example.org,25216,Masculino,Divorciado,Técnico,Education administrator,1984-08-26,Samoa,Alaska,Barryborough,Hospital Central,Público,2022-04-07,Cardiopatía,1,3,84.3,1.94,30.1,139/89,60,19,36.2,AB,-,Ninguna,0,No,7,2024-04-30,15,7,Frecuente,No,Sí,6,2,1169,7683,625,4
301,14384949,Anderson,Reyes,Kari,46,"PSC 0080, Box 0488
APO AA 79181",+51 939450273,nbrooks@example.com,40221,Femenino,Viudo,Primaria,Scientific laboratory technician,1952-04-04,Saint Vincent and the Grenadines,Kentucky,Hamiltonland,Centro Médico Familiar,Público,2024-11-24,Cardiopatía,0,3,70.9,1.83,32.5,117/89,66,16,38.2,O,+,Polen,1,Sí,3,2024-01-05,1,1,Frecuente,Sí,Sí,7,4,262,1086,3374,4
302,75556620,Porter,Hernandez,Wendy,25,"88356 Barrera Green Apt. 378
Dillonborough, PR 10386",+51 946632757,pwhite@example.org,26644,Femenino,Soltero,Secundaria,Osteopath,1945-08-08,Thailand,New Mexico,East Ebony,Hospital Central,Mixto,2023-08-24,Cardiopatía,1,9,78.6,1.99,34.4,126/83,100,15,38.7,B,-,Alimentos,3,No,9,2024-04-12,8,7,Ocasional,Sí,Sí,2,7,883,9568,2293,4
303,20096891,Conner,Lopez,Stacey,33,"191 Gomez Mews Suite 841
Port Scottside, AR 94564",+51 968496914,andrewhicks@example.org,40118,Masculino,Divorciado,Secundaria,Private music teacher,2002-04-06,Tokelau,Ohio,Nobleburgh,Clínica Salud,Privado,2021-01-12,Cardiopatía,2,3,71.3,1.57,34.7,130/61,87,17,38.7,B,-,Alimentos,0,No,0,2024-11-13,13,1,Frecuente,Sí,Sí,10,4,958,5477,2084,1
304,98011088,Ayers,Diaz,Chris,32,"04526 Williams Dale
Georgefort, MO 14051",+51 975181765,christophermorgan@example.net,26733,Masculino,Soltero,Secundaria,Environmental health practitioner,1949-09-12,Madagascar,Washington,Michaelville,Clínica Salud,Privado,2023-07-11,Diabetes,1,1,65.6,1.57,37.2,123/66,86,17,37.2,O,-,Medicamentos,2,Sí,6,2024-10-20,5,7,Frecuente,No,No,5,4,442,4072,1368,2
305,41585722,Williamson,Williamson,Kenneth,22,"221 Barbara Terrace
Susanberg, MO 48956",+51 913895645,phillipsrhonda@example.org,10615,Femenino,Casado,Secundaria,"Runner, broadcasting/film/video",1955-12-12,Cuba,Nebraska,New Dean,Hospital Central,Público,2021-08-17,Diabetes,4,1,80.3,1.9,33.6,113/74,91,15,38.3,O,+,Polen,3,No,3,2024-11-27,5,3,Frecuente,Sí,Sí,3,8,830,9071,636,5
306,41824133,Miller,Murphy,Rachel,39,"069 Amanda Ferry
Mejiaberg, GU 72494",+51 962191530,amberkelly@example.org,40490,Masculino,Casado,Técnico,Colour technologist,1967-12-29,French Polynesia,Georgia,Lake Calebbury,Hospital Central,Mixto,2024-06-12,Hipertensión,3,6,72.5,1.93,34.7,99/67,97,19,36.4,AB,+,Polen,1,Sí,7,2024-10-07,12,1,Ninguno,Sí,Sí,6,10,682,9971,1259,5
307,78203724,Ruiz,Hammond,Michelle,19,"30795 Jaime Brooks
Gabrielmouth, TX 44871",+51 955114543,shelia44@example.com,28850,Masculino,Divorciado,Universitario,Public affairs consultant,2001-03-10,Algeria,Nebraska,Zamorabury,Centro Médico Familiar,Público,2024-01-05,Ninguno,4,6,56.6,1.95,34.9,99/83,98,17,37.1,B,-,Alimentos,2,No,5,2024-05-08,3,8,Ocasional,No,No,6,3,1196,4897,3377,1
308,34236769,Pitts,Mendoza,Kyle,55,"250 Bray Mews Apt. 510
Port Frankhaven, AR 52081",+51 999774697,jessekline@example.com,45821,Femenino,Viudo,Universitario,Secretary/administrator,1973-03-04,Sweden,Vermont,Lake Brittanyfurt,Clínica Salud,Mixto,2021-07-14,Hipertensión,4,8,82.6,1.85,25.4,133/84,95,12,38.3,B,+,Alimentos,2,Sí,7,2024-10-21,14,9,Ocasional,Sí,No,8,3,2000,1972,2517,3
309,81894996,Smith,Wolf,Thomas,53,"2476 Joann Ferry Suite 790
Port Benjaminport, IL 72842",+51 964266464,uwalker@example.net,20353,Femenino,Casado,Secundaria,Recycling officer,1952-12-22,Nauru,Idaho,Julietown,Hospital Central,Público,2021-10-19,Ninguno,5,8,79.1,1.97,37.8,109/87,78,14,37.5,B,-,Medicamentos,2,No,9,2024-03-07,2,3,Frecuente,Sí,No,8,4,1207,8040,1499,1
310,38968988,Lambert,Adams,Adrian,32,"243 Middleton Rest Suite 094
Port Isabel, MP 05829",+51 932151928,spencerwilliam@example.org,14840,Masculino,Soltero,Universitario,Race relations officer,1976-11-04,Bouvet Island (Bouvetoya),Indiana,Tracyville,Hospital Central,Público,2024-08-01,Diabetes,0,9,84.2,1.81,29.3,117/73,62,12,38.3,B,+,Alimentos,3,No,1,2024-02-17,11,9,Frecuente,No,No,9,5,1011,4457,4373,4
