Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
117,79747755,Bell,Evans,Haley,47,"64232 Perez Island Suite 793
Pamelaburgh, AZ 12556",+51 935529407,housewillie@example.org,11808,Masculino,Divorciado,Universitario,Hydrographic surveyor,1949-10-17,Czech Republic,Colorado,West Gwendolyn,Hospital Central,Mixto,2024-03-27,Ninguno,4,6,75.1,1.71,26.6,98/67,76,14,36.9,AB,-,Polen,3,Sí,10,2024-01-14,5,7,Ninguno,No,Sí,3,4,1134,5060,2521,4
118,63346230,Knox,Francis,Jason,42,"845 Joshua Cove
Villegasburgh, LA 89917",+51 981979055,davidperez@example.org,17559,Masculino,Soltero,Técnico,"Investment banker, corporate",1960-08-18,Sri Lanka,Michigan,South Michellechester,Clínica Salud,Público,2020-03-20,Ninguno,1,8,94.8,1.58,36.1,99/82,70,18,38.0,AB,-,Medicamentos,1,Sí,1,2024-03-24,6,5,Ninguno,Sí,No,4,5,1451,6362,3982,5
119,88626030,Mcgee,Daniels,Joyce,35,"04689 Andrea Plains
Dianaside, ME 64725",+51 970211891,wle@example.org,27118,Femenino,Divorciado,Técnico,"Pharmacist, hospital",2000-12-25,Lao People's Democratic Republic,Oklahoma,North Jasontown,Clínica Salud,Mixto,2020-12-01,Diabetes,4,9,85.2,1.66,26.9,110/86,83,18,37.8,AB,-,Alimentos,2,No,7,2024-10-23,8,5,Frecuente,Sí,No,9,5,549,8114,2474,5
120,70532205,Warner,Garcia,Lisa,77,"25966 Sean Keys
Port Dianaville, WA 32732",+51 928814949,duane57@example.com,21702,Masculino,Viudo,Primaria,Surgeon,1962-08-10,Montserrat,Wisconsin,South Adam,Centro Médico Familiar,Mixto,2020-08-31,Diabetes,0,8,65.5,1.69,20.9,105/84,68,19,36.6,B,+,Polen,3,No,5,2024-01-21,12,8,Frecuente,No,Sí,7,4,1910,4643,4799,3
121,72083276,Oconnor,Cook,Jessica,58,"731 Jessica Lake Suite 434
Sandraberg, HI 79025",+51 966623995,danielbanks@example.com,48049,Masculino,Divorciado,Universitario,Lexicographer,1956-12-08,Nigeria,Maryland,East Jasonfurt,Clínica Salud,Mixto,2024-01-25,Ninguno,0,3,55.9,1.92,30.6,133/72,77,12,36.1,B,-,Ninguna,1,Sí,4,2024-09-03,0,5,Ocasional,Sí,Sí,6,1,1410,3440,1304,2
122,66536234,Hill,Washington,James,62,"USS Butler
FPO AA 80756",+51 934627347,yatesjulie@example.net,27397,Femenino,Viudo,Primaria,"Administrator, local government",2002-08-25,Central African Republic,Virginia,Oliverside,Centro Médico Familiar,Mixto,2020-10-31,Diabetes,2,10,95.8,1.75,31.2,121/64,67,18,36.5,B,-,Polen,2,Sí,5,2024-02-03,3,5,Frecuente,No,No,7,1,330,1083,4730,3
123,37700167,Sanchez,Small,Joseph,53,"9546 Susan Squares Suite 082
West Kristinmouth, MA 56802",+51 947385696,david41@example.com,12507,Femenino,Viudo,Secundaria,Pensions consultant,1973-02-02,Indonesia,Missouri,Riggsview,Hospital Central,Mixto,2021-02-21,Hipertensión,3,9,64.8,1.83,30.2,126/80,61,18,36.9,A,+,Polen,1,No,5,2024-02-27,7,6,Ocasional,Sí,Sí,3,10,1874,7844,3721,1
124,87809777,Baker,French,Ronald,32,"6630 Patricia Throughway Apt. 048
North Thomasside, NM 48331",+51 972092888,nmorgan@example.com,17104,Femenino,Soltero,Secundaria,Dealer,1958-11-03,Honduras,New Mexico,East Mariachester,Clínica Salud,Público,2021-05-16,Hipertensión,5,3,80.7,1.84,33.2,107/80,81,14,36.2,O,+,Ninguna,3,Sí,8,2024-02-27,12,10,Frecuente,No,Sí,5,2,1874,1724,2874,1
125,85058670,Barnes,Nelson,Tamara,61,"Unit 2195 Box 5515
DPO AE 00828",+51 943528453,mirandaamanda@example.com,49096,Masculino,Casado,Universitario,Health promotion specialist,2003-04-29,India,Vermont,Robinsonview,Centro Médico Familiar,Mixto,2020-04-04,Cardiopatía,5,6,61.0,1.63,30.3,116/72,87,17,38.5,AB,-,Alimentos,0,Sí,8,2024-02-09,14,6,Frecuente,No,No,3,1,417,1656,1020,2
126,80176770,Rocha,Hall,Brian,38,"PSC 7664, Box 6176
APO AA 26702",+51 920117988,daniel71@example.com,38479,Masculino,Viudo,Técnico,"Lighting technician, broadcasting/film/video",2004-04-15,Liechtenstein,California,North Brittany,Clínica Salud,Público,2022-01-20,Ninguno,3,10,56.7,1.91,39.0,118/62,77,15,36.9,B,-,Ninguna,3,Sí,4,2024-04-24,7,5,Ninguno,Sí,No,3,10,433,8711,4023,2
127,75050357,Watson,Weeks,Isaiah,71,"08884 Ortiz Islands
Wilkinsonberg, MA 51153",+51 969476001,mcclainbetty@example.net,32654,Masculino,Divorciado,Primaria,Camera operator,1987-02-06,Lebanon,Kentucky,Margarethaven,Clínica Salud,Privado,2024-06-29,Diabetes,4,6,57.7,1.98,28.4,130/85,93,14,37.2,A,-,Alimentos,2,Sí,5,2024-10-14,1,9,Frecuente,Sí,Sí,1,4,1218,9261,428,2
128,54454430,Schroeder,George,Carl,67,"0097 Reyes Garden
Nguyenstad, AK 45167",+51 983863413,mcgrathdavid@example.org,30557,Masculino,Divorciado,Universitario,"Programmer, systems",1945-06-30,Mauritania,Indiana,Olsentown,Hospital Central,Público,2020-02-27,Cardiopatía,3,3,87.4,1.82,33.7,139/62,64,16,37.5,O,-,Medicamentos,0,Sí,0,2024-03-23,6,3,Frecuente,Sí,Sí,2,10,1418,1550,1242,2
129,86756721,Wilson,Stewart,Lee,67,"USNV Olson
FPO AA 36154",+51 923141087,jasonanderson@example.com,38599,Femenino,Viudo,Primaria,Sales promotion account executive,1985-08-11,Italy,Indiana,Moyerton,Centro Médico Familiar,Privado,2021-04-28,Hipertensión,3,7,80.3,1.75,27.9,115/76,76,16,38.0,AB,-,Medicamentos,1,No,6,2024-04-25,14,9,Frecuente,Sí,No,1,2,1836,7974,4613,3
130,10533532,Moreno,Reyes,Yesenia,21,"3345 Flores Brook
North Pamelaton, WV 07818",+51 916789850,alexanderbryant@example.net,49728,Masculino,Divorciado,Técnico,Marketing executive,1948-01-09,Czech Republic,Kentucky,Juliestad,Centro Médico Familiar,Público,2024-02-20,Ninguno,4,10,70.8,1.58,24.8,137/68,96,19,36.3,AB,-,Polen,1,Sí,1,2024-10-07,3,8,Ninguno,No,Sí,3,2,1460,9701,1057,2
131,61844514,Blair,Davis,Gregory,32,"2837 Anthony Centers Suite 518
West Meganborough, ND 15607",+51 997529405,weberjonathan@example.com,43516,Masculino,Soltero,Primaria,Recruitment consultant,1980-05-26,Slovakia (Slovak Republic),Florida,South Karen,Hospital Central,Público,2022-09-17,Hipertensión,0,5,77.5,1.9,33.4,134/89,100,14,37.6,O,-,Polen,1,Sí,5,2024-09-15,6,3,Ocasional,No,No,8,2,651,7460,2623,2
132,87218788,Stephens,Carlson,William,70,"86187 Kayla Spring Apt. 600
New Angela, OK 67431",+51 982556484,cortezroger@example.net,17578,Femenino,Divorciado,Universitario,Fast food restaurant manager,1990-05-29,Angola,Nevada,Port Eugene,Hospital Central,Mixto,2020-08-08,Diabetes,1,10,73.5,1.58,36.1,113/74,64,12,36.6,O,+,Medicamentos,3,Sí,10,2024-08-16,15,6,Frecuente,Sí,Sí,7,10,329,8852,303,2
133,53378922,Brown,Cruz,Kathleen,20,"87028 Hoover Parkway Apt. 864
New Davidchester, NJ 38056",+51 911980765,keithmartinez@example.net,35244,Femenino,Soltero,Técnico,Secretary/administrator,1986-04-26,Maldives,West Virginia,Port Elizabeth,Centro Médico Familiar,Público,2021-03-07,Cardiopatía,2,6,76.9,1.86,35.6,121/70,91,15,38.7,O,+,Ninguna,1,Sí,9,2024-03-20,12,8,Frecuente,No,No,3,3,1847,2605,3390,1
134,98114153,Cruz,Clark,Brenda,69,"247 Adam Inlet Suite 523
Richville, MI 18530",+51 922517517,jbutler@example.com,47787,Femenino,Viudo,Técnico,"Engineer, civil (consulting)",1965-03-06,Jordan,Oregon,Alanstad,Clínica Salud,Público,2021-01-14,Diabetes,5,9,83.2,1.74,27.3,127/60,89,16,37.1,A,+,Medicamentos,1,No,3,2024-12-04,9,4,Frecuente,Sí,Sí,2,7,615,8412,1905,4
135,51806752,Hernandez,French,Mindy,38,"Unit 9305 Box 0544
DPO AE 52595",+51 941726318,petersdillon@example.com,22457,Masculino,Viudo,Universitario,Mining engineer,1953-02-11,Egypt,Idaho,Klineland,Hospital Central,Mixto,2024-01-29,Diabetes,0,9,60.9,1.96,29.2,139/87,92,19,37.3,B,+,Alimentos,1,No,9,2024-11-13,10,5,Ninguno,No,Sí,3,10,1072,9114,3753,1
136,19311321,Thompson,Henry,Jody,43,"3330 Mary Islands
Brandonville, NH 29871",+51 932321899,bgarcia@example.com,26693,Femenino,Viudo,Técnico,Multimedia programmer,2000-07-07,Niger,South Dakota,Spencerberg,Hospital Central,Privado,2023-12-26,Ninguno,3,9,62.4,1.77,32.1,136/62,83,18,36.8,AB,+,Polen,3,No,9,2024-08-04,5,7,Ocasional,No,No,7,3,890,4940,3027,1
137,38667927,Robles,Ferguson,Stephanie,35,"39700 Ramirez Viaduct Apt. 728
North Crystal, ND 47657",+51 964547971,wilsonblake@example.org,12908,Masculino,Soltero,Primaria,Exercise physiologist,1962-05-31,Cyprus,Michigan,Trevorborough,Clínica Salud,Público,2023-03-30,Ninguno,3,8,87.7,1.82,23.7,136/74,63,20,37.4,B,+,Ninguna,2,No,10,2024-08-05,1,7,Ninguno,Sí,No,8,2,1861,2361,857,1
138,82933790,Gross,Massey,James,22,"8575 Abbott Parkways
Port Christopher, MD 10022",+51 975181648,larryvelasquez@example.net,38577,Femenino,Divorciado,Secundaria,"Education officer, museum",1988-03-13,Madagascar,Georgia,Julieside,Centro Médico Familiar,Mixto,2022-02-06,Diabetes,5,10,93.7,1.53,32.7,130/81,91,19,36.7,O,-,Polen,0,No,10,2024-09-06,3,6,Ninguno,Sí,No,10,3,1911,1203,2773,4
139,12588363,Myers,Howard,Sarah,31,"2455 Watkins Landing Apt. 811
New Brittney, MH 87077",+51 974606833,olivia79@example.org,10110,Femenino,Soltero,Universitario,Dancer,2002-12-04,Wallis and Futuna,Virginia,West Regina,Clínica Salud,Privado,2023-12-03,Ninguno,4,5,54.1,1.52,33.9,134/71,96,12,36.8,AB,-,Medicamentos,1,Sí,8,2024-08-17,8,0,Ocasional,No,No,7,5,1711,7662,550,4
140,10548518,Patterson,Bowen,Tammy,76,"57000 Meyer Hill
Lake Felicia, NC 34756",+51 938688676,dwilcox@example.net,44073,Masculino,Divorciado,Primaria,Occupational psychologist,1981-01-29,Belarus,Idaho,Port Eric,Hospital Central,Público,2023-02-23,Cardiopatía,2,8,72.3,1.92,35.5,94/85,70,13,36.2,AB,-,Ninguna,3,Sí,2,2024-07-09,15,0,Ninguno,Sí,Sí,10,5,1589,4571,1698,1
141,16699145,Macdonald,Savage,Laura,78,"049 Owen Extension Suite 659
Howardfurt, CO 72341",+51 963826716,xwilliams@example.org,45287,Femenino,Divorciado,Técnico,"Accountant, chartered",2001-09-26,Suriname,Alaska,Lewisbury,Clínica Salud,Público,2023-11-14,Cardiopatía,1,1,85.2,1.97,20.1,124/72,83,16,38.3,B,+,Medicamentos,1,Sí,4,2024-10-11,9,4,Frecuente,Sí,No,3,8,1023,3174,4879,2
142,63760189,Keller,Maynard,Amy,54,"8006 Freeman Trace
South Christopher, MD 48227",+51 917869910,justinbrown@example.com,22912,Femenino,Soltero,Secundaria,Medical physicist,2003-03-01,Malta,California,Shaneshire,Centro Médico Familiar,Público,2020-05-11,Diabetes,4,6,53.9,1.83,39.8,103/90,70,18,38.0,B,-,Alimentos,0,Sí,5,2024-11-17,6,9,Frecuente,Sí,Sí,8,2,864,6872,4412,1
143,64193875,Cannon,Roberts,Raymond,74,"90109 Jodi Canyon Apt. 012
North Melissamouth, UT 23513",+51 932097220,dicksonchristopher@example.org,33869,Femenino,Casado,Primaria,Garment/textile technologist,1990-01-19,Ethiopia,Arkansas,Patriciachester,Hospital Central,Privado,2023-09-24,Cardiopatía,5,6,78.2,1.88,28.8,117/86,76,14,36.3,AB,-,Medicamentos,2,No,5,2024-01-04,11,0,Ocasional,Sí,Sí,9,8,447,5846,1919,1
144,90204793,Gross,Jones,Jared,63,"19926 Susan Roads Apt. 045
New Amanda, UT 36914",+51 960864911,teresa30@example.com,38265,Masculino,Viudo,Universitario,"Surveyor, rural practice",1990-02-17,Guam,West Virginia,New James,Clínica Salud,Privado,2021-08-11,Diabetes,4,2,53.1,1.71,27.1,103/75,66,18,37.0,A,+,Ninguna,2,No,10,2024-12-05,1,8,Ninguno,Sí,No,7,5,1601,4916,2376,5
145,29687822,Lang,Ruiz,Elizabeth,38,"29742 Tracey Vista Suite 543
Port Matthew, NC 18666",+51 910289289,edwin46@example.net,14585,Femenino,Divorciado,Técnico,Analytical chemist,1961-07-26,Niger,California,North Michael,Centro Médico Familiar,Público,2021-10-14,Cardiopatía,1,7,77.4,1.92,29.4,107/70,96,15,37.6,O,+,Medicamentos,1,No,8,2024-05-03,6,2,Ocasional,No,Sí,9,7,1379,2486,1703,5
146,51327863,Ryan,Mccall,Abigail,31,"83308 Johnson Views Apt. 682
West Linda, MA 13114",+51 962401521,kathrynfoley@example.com,31639,Masculino,Divorciado,Universitario,Podiatrist,1973-07-04,British Indian Ocean Territory (Chagos Archipelago),North Dakota,New Walterbury,Centro Médico Familiar,Público,2023-03-08,Hipertensión,1,10,75.3,1.62,38.3,108/70,67,20,38.9,B,-,Polen,0,No,7,2024-10-20,3,4,Frecuente,No,Sí,8,6,1317,1260,284,1
147,43195462,Allen,Wilson,Kim,59,"40813 Natasha Locks
Lake Patricia, UT 43817",+51 945594951,tmiller@example.org,30572,Femenino,Soltero,Primaria,Heritage manager,1979-10-28,Malaysia,Indiana,Hensonburgh,Centro Médico Familiar,Privado,2023-02-16,Diabetes,3,5,78.6,1.85,33.4,125/78,74,15,37.8,AB,-,Polen,1,Sí,7,2024-07-04,7,0,Ninguno,No,Sí,7,5,481,8860,784,4
148,95864473,Brooks,Guerrero,Laura,49,"6283 Marcus Lane Suite 657
Hessmouth, IN 83999",+51 971070189,castrogeorge@example.com,18167,Femenino,Casado,Secundaria,"Designer, television/film set",1968-03-27,Kiribati,North Carolina,Katieburgh,Centro Médico Familiar,Mixto,2021-01-21,Cardiopatía,4,1,57.5,1.5,30.2,98/78,92,20,37.7,B,+,Ninguna,2,Sí,1,2024-11-28,13,4,Ninguno,No,Sí,6,3,858,5994,4510,1
149,67539427,Hughes,Jones,Susan,43,"1064 Evans Wall Suite 328
Lake Sheliafurt, MT 67433",+51 948285503,oscar51@example.org,29681,Femenino,Viudo,Primaria,Chief Technology Officer,1994-01-26,American Samoa,Oklahoma,West Douglaschester,Centro Médico Familiar,Privado,2023-10-22,Hipertensión,0,10,66.4,1.75,35.5,121/85,60,12,38.5,AB,-,Polen,3,No,6,2024-11-01,10,3,Ocasional,No,No,4,2,1913,3650,3749,3
150,92875299,Garcia,Moss,Adam,74,"22241 Clarke Ramp Apt. 149
Georgefort, SC 20331",+51 966775103,ohoward@example.org,43234,Femenino,Casado,Primaria,Mechanical engineer,1984-04-05,Greenland,Georgia,Davismouth,Centro Médico Familiar,Mixto,2022-03-28,Diabetes,0,8,76.0,1.69,26.2,111/88,62,18,38.5,A,-,Alimentos,3,No,9,2024-06-17,0,3,Frecuente,Sí,No,3,5,1824,8524,815,1
151,75677563,Smith,Woodard,Heather,76,"71452 Anthony Plains Suite 075
East Amy, RI 05560",+51 984593961,moralesjames@example.net,30269,Femenino,Viudo,Técnico,"Psychologist, sport and exercise",1981-11-29,Paraguay,New York,Millerfort,Hospital Central,Mixto,2024-06-05,Cardiopatía,4,5,55.8,1.81,37.8,133/84,60,17,37.3,B,+,Alimentos,3,Sí,4,2024-11-18,5,5,Ocasional,Sí,No,7,1,636,1399,4292,1
152,78941679,Washington,Swanson,Tina,59,"52308 Russell Ridge Suite 759
Hornton, MO 78081",+51 998834863,nicholasstrickland@example.net,36764,Femenino,Divorciado,Universitario,"Surveyor, quantity",1963-01-20,Qatar,Rhode Island,West Nancyside,Centro Médico Familiar,Mixto,2022-05-04,Cardiopatía,1,10,60.3,1.83,30.0,93/61,75,19,37.6,AB,+,Ninguna,0,No,7,2024-10-07,8,0,Frecuente,Sí,Sí,10,7,1765,8452,3331,3
153,36671674,King,Giles,Debra,47,"50257 Weber Pine
Newmanmouth, VI 64312",+51 975319931,kristin31@example.org,31376,Masculino,Divorciado,Primaria,"Nurse, learning disability",1946-03-25,Luxembourg,Texas,Sandramouth,Centro Médico Familiar,Público,2020-03-14,Hipertensión,2,10,79.2,1.81,32.2,96/80,62,20,38.6,B,-,Medicamentos,0,Sí,10,2024-05-19,3,4,Frecuente,Sí,No,1,7,293,8598,1692,1
154,14263679,Parrish,Mcneil,Pamela,27,"7770 Le Lane
East Danielberg, AR 04699",+51 930776478,luisbowers@example.net,36371,Masculino,Soltero,Primaria,"Administrator, charities/voluntary organisations",1990-05-08,Trinidad and Tobago,Texas,South Tanyaland,Centro Médico Familiar,Público,2023-01-06,Ninguno,1,4,54.5,1.74,20.3,140/86,90,19,37.4,AB,-,Polen,2,No,2,2024-04-14,12,8,Ocasional,Sí,Sí,10,6,1414,3271,4117,1
155,68614117,Beasley,Young,Jonathan,34,"97769 Mario Trail Apt. 559
Lauraberg, NE 85933",+51 935487660,bensondonald@example.org,29376,Femenino,Soltero,Secundaria,"Scientist, biomedical",1964-10-01,Timor-Leste,Massachusetts,New Benjamin,Clínica Salud,Mixto,2020-10-08,Ninguno,1,1,75.5,1.74,35.0,119/60,83,17,38.6,O,+,Polen,0,Sí,2,2024-11-19,7,8,Ninguno,No,Sí,8,1,555,7641,2703,1
156,91998843,Miller,Snow,Derrick,26,"354 Katelyn Walks
South Stephen, CT 20998",+51 949823450,svaughn@example.net,46333,Femenino,Casado,Secundaria,Systems developer,1966-03-19,North Macedonia,New Jersey,Karafort,Hospital Central,Mixto,2024-01-27,Hipertensión,2,10,90.4,1.5,32.6,97/89,84,20,37.4,AB,+,Medicamentos,2,Sí,10,2024-08-15,0,8,Ninguno,Sí,Sí,4,5,887,4030,4290,5
157,41763504,Martinez,Schneider,Sherry,33,"76033 Wilson Common
New Tammy, TN 13275",+51 939219319,catherine61@example.org,18341,Masculino,Casado,Universitario,Diagnostic radiographer,1985-10-23,Kenya,Colorado,Thomasbury,Hospital Central,Mixto,2021-11-18,Hipertensión,5,8,72.7,1.78,26.1,100/74,69,17,36.2,AB,-,Medicamentos,2,No,5,2024-03-30,1,9,Ocasional,No,No,9,5,329,7068,559,2
158,92724973,Campbell,Floyd,George,65,"6821 James Isle Suite 770
East Derek, VI 60675",+51 917849494,fsmith@example.net,22572,Femenino,Viudo,Universitario,"Engineer, biomedical",1986-09-08,Ireland,Wisconsin,Port Ryan,Clínica Salud,Privado,2023-02-06,Diabetes,1,3,75.7,1.51,32.4,119/60,71,18,38.7,AB,+,Medicamentos,1,No,6,2024-11-25,15,9,Frecuente,No,No,5,3,447,8607,3057,5
159,67589407,Thomas,Palmer,Krystal,53,"4015 Katherine Valley Apt. 639
New Zachary, NC 37696",+51 987736262,chavezchristopher@example.org,37554,Femenino,Soltero,Técnico,Marketing executive,2000-12-06,Palau,Illinois,Ayersberg,Centro Médico Familiar,Público,2022-09-07,Ninguno,2,9,72.8,1.76,19.5,117/66,62,16,38.1,AB,-,Medicamentos,3,Sí,10,2024-01-11,4,2,Ocasional,No,No,7,8,760,1022,3356,2
160,23398078,Valdez,Gray,Kevin,52,"840 Nicole Ramp Apt. 957
West Luke, VI 48422",+51 982772208,lfarmer@example.com,34847,Femenino,Divorciado,Universitario,Land/geomatics surveyor,2001-07-15,Guyana,Oklahoma,Sharonview,Clínica Salud,Mixto,2023-03-22,Diabetes,4,10,52.9,1.64,39.6,134/89,95,14,37.5,O,+,Polen,3,No,9,2024-04-05,11,1,Ninguno,Sí,Sí,9,2,489,2158,1311,2
161,21424545,Wiley,Moore,Jacqueline,34,"Unit 4738 Box 9498
DPO AP 68112",+51 918181586,krystallowe@example.com,21405,Masculino,Soltero,Secundaria,"Nurse, learning disability",1949-07-12,Tunisia,New York,South Michael,Clínica Salud,Mixto,2023-08-21,Cardiopatía,2,7,73.1,1.99,33.1,98/88,86,12,38.7,A,-,Alimentos,2,No,9,2024-08-10,2,0,Ocasional,No,Sí,10,8,1751,7305,3603,3
162,86946590,Gross,Watkins,Brittany,65,"199 Jesse Harbor Apt. 691
Christopherberg, MH 46128",+51 952091325,john09@example.org,47296,Femenino,Casado,Universitario,Holiday representative,1977-12-15,Bahamas,Indiana,North Nicoleport,Clínica Salud,Privado,2022-03-08,Hipertensión,0,3,90.3,1.51,27.1,131/69,74,17,38.4,O,-,Ninguna,0,No,6,2024-10-22,7,7,Frecuente,Sí,Sí,6,4,1050,6454,3128,1
163,34351629,Klein,Fleming,Kathryn,55,"724 Cameron Ports Suite 109
Matthewfort, UT 74634",+51 917672593,halldaniel@example.com,29723,Femenino,Soltero,Primaria,Consulting civil engineer,1988-11-27,Korea,Vermont,Mullinshaven,Hospital Central,Público,2021-07-23,Diabetes,2,4,86.2,1.91,34.7,100/87,80,15,38.0,A,-,Ninguna,2,No,1,2024-08-25,5,5,Frecuente,Sí,No,1,10,544,9698,3263,1
164,46577521,Lee,Lee,Anne,45,"PSC 9333, Box 5893
APO AA 92659",+51 916729990,njohnson@example.com,36612,Masculino,Divorciado,Universitario,Dealer,1960-05-07,Congo,Minnesota,Mejiachester,Hospital Central,Mixto,2020-07-17,Hipertensión,1,1,69.8,1.84,39.3,107/62,75,12,37.9,A,+,Medicamentos,3,No,1,2024-03-11,15,2,Ninguno,No,Sí,1,7,1626,1535,3154,2
165,21565554,Pearson,Campbell,Jasmine,75,"185 Powers Circles Suite 027
Lake Alexander, CO 15921",+51 988406989,robertrangel@example.net,45909,Femenino,Soltero,Universitario,Local government officer,1958-08-25,Haiti,Maryland,New Lisa,Hospital Central,Público,2024-11-25,Diabetes,5,10,90.8,1.9,27.8,131/71,86,16,36.4,O,+,Alimentos,1,Sí,2,2024-03-07,2,2,Ocasional,No,Sí,10,3,957,5859,199,3
166,29661947,Bean,Stone,Richard,55,"10736 Thomas Plain Suite 435
Woodbury, MN 21315",+51 973993471,georgeapril@example.net,10026,Masculino,Casado,Técnico,Community arts worker,1956-11-18,Albania,New Hampshire,Courtneymouth,Centro Médico Familiar,Mixto,2022-04-14,Cardiopatía,4,2,87.3,1.95,18.7,106/62,80,12,38.3,B,+,Polen,3,No,5,2024-05-16,10,4,Ocasional,No,No,8,8,1333,7977,2431,5
167,33183687,Garza,Larsen,Samuel,43,"7430 Maria Ports Suite 992
Lake Angelashire, RI 43976",+51 977491435,lawsonnathan@example.net,29914,Femenino,Divorciado,Primaria,Set designer,1946-03-31,Hungary,Hawaii,Laurenstad,Centro Médico Familiar,Privado,2023-04-16,Cardiopatía,2,4,78.9,1.55,24.1,113/81,77,19,36.5,A,+,Polen,2,No,3,2024-05-23,1,5,Frecuente,No,Sí,6,2,537,5420,2925,3
168,20722601,Rodriguez,Gonzalez,Christina,41,"5240 Angela Haven Suite 120
New Adamberg, SC 07543",+51 981286543,justin22@example.com,28803,Femenino,Viudo,Técnico,"Editor, commissioning",1954-12-17,Zimbabwe,Alaska,North Willie,Clínica Salud,Privado,2021-04-18,Ninguno,1,1,52.3,1.55,29.5,131/65,64,20,39.0,O,-,Ninguna,2,No,5,2024-07-28,1,9,Frecuente,Sí,Sí,2,3,1098,9887,2978,3
169,88410949,Gilbert,Hicks,Stephanie,32,"21102 Jennifer Club
Erinburgh, MH 31216",+51 931130263,hlewis@example.com,23774,Femenino,Viudo,Secundaria,"Scientist, research (life sciences)",1944-06-10,Germany,Ohio,Toddland,Hospital Central,Público,2020-12-19,Ninguno,5,8,67.2,1.57,29.7,93/72,96,17,38.9,AB,-,Medicamentos,3,Sí,5,2024-03-28,11,3,Ninguno,Sí,No,10,9,698,4393,2623,2
170,95447144,Smith,Riddle,Donald,26,"12468 Lee Trace Suite 624
Port Steven, MP 11492",+51 917634247,vcollins@example.com,38173,Femenino,Divorciado,Universitario,Hydrographic surveyor,1983-12-31,Hong Kong,Texas,East Rogerborough,Hospital Central,Privado,2022-04-08,Cardiopatía,2,6,53.2,1.6,31.0,130/69,83,15,38.4,O,+,Alimentos,3,No,10,2024-04-08,4,3,Ninguno,Sí,No,8,7,1391,2326,3750,5
171,28320485,Frey,Andrews,Taylor,50,"USCGC Patel
FPO AE 41055",+51 978159587,cooperkeith@example.net,48009,Femenino,Divorciado,Universitario,Oceanographer,1979-09-11,Russian Federation,Minnesota,Nicholasmouth,Centro Médico Familiar,Público,2022-07-16,Diabetes,4,7,99.7,1.76,30.9,136/82,67,14,36.4,A,+,Ninguna,0,Sí,4,2024-02-13,3,4,Ninguno,No,Sí,2,4,283,6500,4695,5
172,83814410,Davis,Hoffman,Eric,49,"3672 Jamie Spring
Heatherstad, FL 11410",+51 920752378,paul60@example.com,49758,Masculino,Divorciado,Secundaria,"Designer, multimedia",1999-04-03,Nauru,Louisiana,Daniellehaven,Centro Médico Familiar,Mixto,2021-03-02,Hipertensión,4,3,96.7,1.91,28.1,138/67,92,13,37.3,B,-,Alimentos,1,No,4,2024-01-08,4,4,Frecuente,Sí,No,3,10,473,1898,817,2
173,93452841,Rivera,Jackson,Jennifer,23,"7052 Powell Keys
Walkerfurt, DC 78197",+51 934941004,darren43@example.com,31118,Masculino,Casado,Técnico,"Education officer, environmental",1944-03-29,Guadeloupe,Colorado,Bartlettport,Hospital Central,Privado,2023-05-28,Cardiopatía,0,7,53.5,1.63,26.9,117/80,63,15,39.0,B,-,Medicamentos,3,Sí,9,2024-09-10,15,1,Ocasional,Sí,No,9,2,404,9433,1866,5
174,56634263,Douglas,Salas,Amanda,66,"4691 Christopher Circles
North Ashleychester, TN 79312",+51 919196777,pamela54@example.org,40473,Masculino,Divorciado,Primaria,"Engineer, control and instrumentation",1968-07-01,Nicaragua,Virginia,New Elizabeth,Hospital Central,Mixto,2021-04-16,Cardiopatía,4,4,96.7,1.7,35.1,95/82,71,15,37.3,B,+,Medicamentos,1,No,10,2024-06-13,7,9,Frecuente,Sí,No,5,8,1820,6963,3739,5
175,74793284,Price,Khan,Matthew,21,"2020 Bryant Island Apt. 956
Andrewport, IL 48663",+51 989864260,jennifer36@example.com,38952,Masculino,Casado,Técnico,Mining engineer,1975-12-12,Kazakhstan,Michigan,Shaffershire,Centro Médico Familiar,Mixto,2022-03-22,Diabetes,5,7,51.6,1.69,31.2,96/60,74,16,39.0,AB,-,Ninguna,1,Sí,6,2024-07-24,10,6,Frecuente,Sí,No,8,5,1935,1844,3504,1
